City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
507,Boa Viagem,BR,83.79,broken clouds,-5.1275,-39.7322,Inn and Steakhouse Aconchego
508,Diu,IN,81.77,overcast clouds,20.7141,70.9822,Hotel Relax Inn
511,Rodino,RU,61.57,overcast clouds,52.5,80.25,Hotel
512,Guane,CU,76.87,overcast clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
513,Novopokrovka,UA,77.38,scattered clouds,49.8425,36.5477,Пудж дом
514,Tekeli,KZ,68.36,overcast clouds,44.83,78.8239,Vuslat Tekeli
517,Pallisa,UG,81.0,broken clouds,1.145,33.7094,RNM HOTEL
518,Lappersdorf,DE,79.03,clear sky,49.0569,12.09,SORAT Insel-Hotel Regensburg
519,Srisailam,IN,79.38,broken clouds,16.0833,78.8667,Vasavi Satram
520,Novovoronezh,RU,73.85,broken clouds,51.3072,39.2173,Novik
521,Noeux-Les-Mines,FR,81.82,light rain,50.4801,2.6657,balladins Bethune
522,Shihezi,CN,85.3,few clouds,44.3,86.0333,Home Inn Shihezi Dongwu Road Century Square
523,Randolph,US,72.0,overcast clouds,35.7001,-79.8164,Hampton Inn Asheboro
524,Havelock,US,77.95,broken clouds,34.8791,-76.9013,Sherwood Motel
527,Bulawayo,ZW,79.61,scattered clouds,-20.15,28.5833,4 On Housman Backpackers
529,Cuamba,MZ,87.91,scattered clouds,-14.8031,36.5372,Hotel Vision
530,Chlorakas,CY,89.55,few clouds,34.8042,32.4083,Elysium Hotel
532,Itarema,BR,82.29,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
534,Zhezkazgan,KZ,66.38,clear sky,47.8043,67.7144,Hotel Zumrat
535,Quatre Cocos,MU,74.08,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
536,Ziway,ET,61.39,moderate rain,7.9333,38.7167,Bethlehem Hotel
537,Pitimbu,BR,82.99,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
538,Barranca,PE,60.12,overcast clouds,-10.75,-77.7667,El Olivar Hospedaje
542,Skibbereen,IE,64.2,overcast clouds,51.55,-9.2667,The West Cork Hotel
544,Santa Ana,US,81.63,clear sky,33.7456,-117.8678,Santa Ana Travel Inn
546,Rio Verde De Mato Grosso,BR,76.89,overcast clouds,-18.9181,-54.8442,Hotel Valência
547,Cartagena,CO,82.02,haze,10.3997,-75.5144,Hotel Colombia Real - Cartagena
548,Aquiraz,BR,84.29,broken clouds,-3.9014,-38.3911,Pousada Rua Camurupim
549,Coruripe,BR,79.83,broken clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
550,Pombas,CV,82.18,few clouds,17.1503,-25.0201,Paul Paradis
552,Marienburg,PL,78.89,clear sky,54.0359,19.0266,Hotel Centrum Malbork
555,Conselheiro Lafaiete,BR,72.97,broken clouds,-20.6603,-43.7861,Hotel Meri
559,Golkoy,TR,63.81,few clouds,40.6875,37.6178,Golkoy Ogretmenevi
562,Ponta Delgada,PT,75.92,few clouds,37.7333,-25.6667,Vila Nova Hotel
563,Nuoro,IT,76.26,scattered clouds,40.3211,9.3297,Hotel Sandalia
564,Bubaque,GW,81.57,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
566,Port Hawkesbury,CA,71.58,broken clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
567,Wadi Musa,JO,87.24,clear sky,30.3222,35.4793,Petra Palace Hotel
569,Touros,BR,85.1,few clouds,-5.1989,-35.4608,INN NEW HORIZON
570,Sao Jose De Piranhas,BR,84.79,few clouds,-7.1206,-38.5019,Hotel Pousada São José
571,Hemsedal,NO,66.9,overcast clouds,60.8629,8.5534,Skarsnuten Hotel
573,Vihti,FI,70.79,broken clouds,60.417,24.3197,Green suite (two rooms + balcony)
575,Ballina,AU,64.58,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
576,Ilhabela,BR,76.82,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
577,Savalou,BJ,84.9,broken clouds,7.9281,1.9756,Hotel F&F
580,Nueva Loja,EC,75.22,clear sky,0.0847,-76.8828,Limoncocha Great Hotel
584,Monte Gordo,PT,76.95,clear sky,37.1819,-7.4523,Alcazar Hotel & Spa
585,Zhanaozen,KZ,63.43,overcast clouds,43.3,52.8,K.korabay 28A
586,Alberton,CA,67.91,broken clouds,46.8168,-64.0654,La Petite France B&B
587,Urumqi,CN,85.15,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
590,Watsa,CD,76.53,moderate rain,3.0372,29.5355,Hôtel Le Pacifique
592,Karpathos,GR,78.76,scattered clouds,35.507,27.2132,Alex
594,Koeru,EE,71.6,few clouds,58.9631,26.0308,Vao Guesthouse
596,Malanje,AO,82.78,broken clouds,-9.5402,16.341,Malanje Hotel
597,Shieli,KZ,73.62,clear sky,44.1667,66.75,Gostinitsa Aybek Shieli
599,Kralupy Nad Vltavou,CZ,79.45,clear sky,50.2411,14.3115,Marina Nelahozeves
604,Barra Do Garcas,BR,86.58,clear sky,-15.89,-52.2567,Hotel Pousada Tropical
607,Labelle,US,82.98,few clouds,26.7617,-81.4384,Port LaBelle Inn
608,La Union,PE,62.17,scattered clouds,-5.4,-80.75,Los Portales
609,Black River,JM,82.4,few clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
610,Banjar,ID,80.46,overcast clouds,-8.19,114.9675,The Hamsa Resort
612,Pore,CO,75.15,broken clouds,5.7272,-71.9947,Casa Medica
615,Tambovka,RU,60.91,overcast clouds,50.0969,128.0489,Lyzhnaya Gorka
616,Svetlyy,RU,75.25,few clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
620,Nauta,PE,74.07,scattered clouds,-4.5061,-73.5757,Amazon Exploring Expedition - Eretzen Tá Lodge
621,Saedinenie,BG,68.2,moderate rain,42.2667,24.55,"Обучение На Кучета И Хотел ""Дея"""
623,Buchanan,LR,82.67,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
628,Chanika,TZ,80.85,broken clouds,-5.4167,38.0167,New Rombo Green Hotel
629,Barcelos,PT,74.84,overcast clouds,41.5388,-8.6151,Hotel Do Terço
630,Beni,CD,80.62,broken clouds,0.5,29.4667,Albertine hotel
632,Ciudad Bolivar,VE,78.49,overcast clouds,8.1222,-63.5497,Hotel Edi
634,Ugoofaaru,MV,83.19,scattered clouds,5.6667,73.0,Ungoofaaru Inn
635,Talara,PE,64.56,overcast clouds,-4.5772,-81.2719,Hostal Oro Negro
636,Nicoya,CR,72.95,light rain,10.1483,-85.452,Las Cabinas Del Sueño
637,Beberibe,BR,84.24,few clouds,-4.1797,-38.1306,Villa Arte Pousada Morro Branco
639,Nouadhibou,MR,78.78,scattered clouds,20.931,-17.0347,El Medina
640,Sao Jose Da Coroa Grande,BR,78.93,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
641,Matara,LK,81.59,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
642,Vallenar,CL,61.92,few clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
643,Miastko,PL,78.24,clear sky,54.0028,16.9826,Agro-Vita. Gospodarstwo agroturystyczne. Kapłan L.
644,Sirjan,IR,88.3,few clouds,29.452,55.6814,MAPNA Building
645,Dortmund,DE,86.05,clear sky,51.5167,7.45,Hotel NH Dortmund
646,Hobyo,SO,82.29,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
647,Key Largo,US,82.99,few clouds,25.0865,-80.4473,Bayside Inn Key Largo
650,Kaduqli,SD,84.87,overcast clouds,11.0167,29.7167,فندق الله جابو
653,Icatu,BR,84.63,broken clouds,-2.7758,-44.0658,Hotel Guaxenduba
654,Maceio,BR,81.84,broken clouds,-9.6658,-35.7353,Poutur Pousada
656,Barra Velha,BR,73.09,overcast clouds,-26.6322,-48.6847,Vila Alaide Praia Hotel
657,Farafangana,MG,75.13,clear sky,-22.8167,47.8333,Miarina
660,Umkomaas,ZA,73.6,scattered clouds,-30.2067,30.7978,Umkomaas Guest House
661,Mahibadhoo,MV,82.98,broken clouds,3.7833,72.9667,Omadhoo Inn
664,Pontes E Lacerda,BR,75.6,scattered clouds,-15.2261,-59.3353,Hotel Bressan
665,Aosta,IT,60.89,broken clouds,45.7667,7.4167,HOTEL VENERIAZ
666,Neusiedl Am See,AT,82.65,few clouds,47.9357,16.8325,Hotel Wende
667,Saint-Joseph,RE,75.56,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
668,Great Yarmouth,GB,81.95,broken clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
669,Paragominas,BR,81.5,scattered clouds,-2.9667,-47.4833,INOVA
670,Waw,SS,86.04,overcast clouds,7.7029,27.9953,Universal Gab Hotel
673,Mumbwa,ZM,89.29,clear sky,-14.9783,27.0619,Mumbwa Motel
674,Riberalta,BO,80.8,smoke,-10.9833,-66.1,Hotel Colonial
675,Velyka Bilozerka,UA,76.1,clear sky,47.2776,34.7062,Салам Пополам
676,Sackville,CA,68.47,broken clouds,45.9188,-64.3846,Sackville Bed and Breakfast
678,Tabriz,IR,81.86,few clouds,38.08,46.2919,Sina Hotel
679,San Andres,CO,80.62,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
680,Bulancak,TR,73.22,broken clouds,40.9372,38.2291,Başoğlu Bulancak Otel
681,Ocean City,US,70.0,overcast clouds,39.2776,-74.5746,Biscayne Suites
684,Iracoubo,GF,82.65,few clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
689,Bouake,CI,77.11,overcast clouds,7.6895,-5.0218,Hotel Residence Nannan
690,Pastos Bons,BR,88.25,scattered clouds,-6.6017,-44.0767,Área de lazer casa (Pucina)
694,Porto Novo,BJ,85.82,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
695,Key West,US,86.0,scattered clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
697,Lana,IT,81.01,clear sky,46.6124,11.1559,Schlosshof Resort Südtirol - Camping Meran & Hotel Lana
699,Grand-Santi,GF,77.94,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
701,Hambantota,LK,89.94,few clouds,6.1241,81.1185,Bungalow 63
